# Gnuplot File : positions of 1 particle(s) Monitored
# 1st Column : time, others : particle(s) number 0 
1.37	0.138789 0.152558 0.373381 -0.114492 -0.0148119 -0.0276862 0.992928	
1.38	0.138715 0.152349 0.373173 -0.11407 -0.0148833 -0.0277044 0.992975	
1.39	0.138642 0.152141 0.372966 -0.113646 -0.0149539 -0.027723 0.993022	
1.4	0.138569 0.151933 0.37276 -0.11322 -0.015025 -0.0277418 0.993069	
1.41	0.138496 0.151726 0.372554 -0.112792 -0.0150954 -0.027761 0.993116	
1.42	0.138423 0.15152 0.372348 -0.112363 -0.0151663 -0.0277804 0.993163	
1.43	0.138352 0.151313 0.372143 -0.111931 -0.0152363 -0.0278006 0.99321	
1.44	0.138279 0.151108 0.371938 -0.111499 -0.0153069 -0.0278207 0.993257	
1.45	0.138208 0.150902 0.371734 -0.111064 -0.0153768 -0.0278416 0.993304	
1.46	0.138136 0.150698 0.37153 -0.110628 -0.0154473 -0.0278623 0.993351	
1.47	0.138066 0.150493 0.371327 -0.110189 -0.0155169 -0.0278837 0.993398	
1.48	0.137995 0.15029 0.371124 -0.10975 -0.0155871 -0.0279052 0.993445	
1.49	0.137924 0.150087 0.370922 -0.109309 -0.0156571 -0.027927 0.993492	
1.5	0.137853 0.149884 0.370719 -0.108866 -0.0157273 -0.027949 0.993539	
1.51	0.137783 0.149682 0.370518 -0.108421 -0.0157973 -0.0279715 0.993586	
1.52	0.137712 0.149481 0.370317 -0.107975 -0.0158677 -0.0279941 0.993633	
1.53	0.137642 0.14928 0.370116 -0.107528 -0.0159378 -0.0280172 0.993679	
1.54	0.137571 0.14908 0.369915 -0.107079 -0.0160082 -0.0280407 0.993726	
1.55	0.137502 0.14888 0.369715 -0.106628 -0.0160782 -0.0280646 0.993773	
1.56	0.137432 0.148681 0.369515 -0.106175 -0.0161485 -0.0280886 0.993819	
1.57	0.137362 0.148482 0.369316 -0.105721 -0.0162188 -0.028113 0.993866	
1.58	0.137292 0.148284 0.369117 -0.105266 -0.016289 -0.0281377 0.993913	
1.59	0.137223 0.148087 0.368919 -0.104809 -0.0163593 -0.0281628 0.993959	
1.6	0.137153 0.147889 0.36872 -0.10435 -0.0164295 -0.0281884 0.994005	
1.61	0.137084 0.147693 0.368523 -0.10389 -0.0165001 -0.0282144 0.994052	
1.62	0.137015 0.147497 0.368326 -0.103428 -0.0165703 -0.0282408 0.994098	
1.63	0.136946 0.147302 0.368129 -0.102965 -0.0166404 -0.0282677 0.994144	
1.64	0.136877 0.147107 0.367932 -0.1025 -0.0167106 -0.028295 0.99419	
1.65	0.136808 0.146913 0.367737 -0.102034 -0.0167806 -0.0283228 0.994236	
1.66	0.136739 0.146719 0.367541 -0.101566 -0.016851 -0.0283509 0.994282	
1.67	0.136671 0.146526 0.367346 -0.101096 -0.016921 -0.0283795 0.994328	
1.68	0.136602 0.146333 0.367151 -0.100625 -0.0169917 -0.0284083 0.994374	
1.69	0.136534 0.146141 0.366957 -0.100153 -0.0170616 -0.0284375 0.994419	
1.7	0.136465 0.145949 0.366763 -0.0996788 -0.0171321 -0.028467 0.994465	
1.71	0.136398 0.145758 0.366569 -0.099203 -0.0172019 -0.0284971 0.99451	
1.72	0.13633 0.145568 0.366376 -0.0987258 -0.0172724 -0.0285274 0.994556	
1.73	0.136262 0.145378 0.366183 -0.0982469 -0.0173421 -0.0285581 0.994601	
1.74	0.136194 0.145188 0.36599 -0.0977665 -0.0174124 -0.0285893 0.994646	
1.75	0.136127 0.144999 0.365797 -0.0972845 -0.017482 -0.0286209 0.994691	
1.76	0.136059 0.144811 0.365606 -0.0968013 -0.0175525 -0.0286527 0.994736	
1.77	0.135992 0.144622 0.365414 -0.0963161 -0.017622 -0.028685 0.994781	
1.78	0.135925 0.144435 0.365223 -0.0958297 -0.0176923 -0.0287176 0.994826	
1.79	0.135858 0.144248 0.365032 -0.0953415 -0.017762 -0.0287505 0.994871	
1.8	0.135791 0.144062 0.364842 -0.0948522 -0.0178323 -0.0287838 0.994915	
1.81	0.135724 0.143876 0.364651 -0.0943612 -0.0179023 -0.0288175 0.99496	
1.82	0.135657 0.143691 0.364462 -0.0938688 -0.0179725 -0.0288516 0.995004	
1.83	0.13559 0.143506 0.364273 -0.0933751 -0.0180427 -0.0288862 0.995048	
1.84	0.135523 0.143322 0.364083 -0.0928798 -0.0181132 -0.0289208 0.995092	
1.85	0.135456 0.143139 0.363895 -0.0923837 -0.0181839 -0.028956 0.995136	
1.86	0.135389 0.142956 0.363706 -0.0918855 -0.0182543 -0.0289916 0.99518	
1.87	0.135322 0.142773 0.363518 -0.0913862 -0.0183251 -0.0290275 0.995224	
1.88	0.135255 0.142592 0.36333 -0.0908855 -0.0183959 -0.0290637 0.995267	
1.89	0.135188 0.142411 0.363143 -0.0903832 -0.0184665 -0.0291003 0.995311	
1.9	0.135121 0.14223 0.362956 -0.0898794 -0.0185374 -0.0291371 0.995354	
1.91	0.135054 0.14205 0.362769 -0.0893742 -0.0186081 -0.0291745 0.995397	
1.92	0.134987 0.14187 0.362582 -0.0888673 -0.0186789 -0.0292121 0.99544	
1.93	0.134921 0.141691 0.362396 -0.0883591 -0.0187496 -0.0292502 0.995483	
1.94	0.134854 0.141512 0.362209 -0.0878491 -0.0188202 -0.0292886 0.995525	
1.95	0.134788 0.141334 0.362024 -0.0873378 -0.0188908 -0.0293274 0.995568	
1.96	0.134722 0.141156 0.361838 -0.0868247 -0.0189611 -0.0293665 0.99561	
1.97	0.134656 0.140979 0.361653 -0.0863103 -0.0190315 -0.029406 0.995652	
1.98	0.13459 0.140802 0.361468 -0.0857941 -0.0191017 -0.0294458 0.995694	
1.99	0.134525 0.140626 0.361283 -0.0852765 -0.0191718 -0.029486 0.995736	
2	0.134459 0.14045 0.361099 -0.0847572 -0.0192418 -0.0295265 0.995778	
2.01	0.134394 0.140275 0.360915 -0.0842368 -0.0193119 -0.0295673 0.99582	
2.02	0.134329 0.1401 0.360732 -0.083715 -0.0193821 -0.0296086 0.995861	
2.03	0.134263 0.139926 0.360548 -0.0831916 -0.0194524 -0.0296502 0.995902	
2.04	0.134198 0.139752 0.360365 -0.0826669 -0.0195226 -0.0296923 0.995943	
2.05	0.134132 0.139579 0.360183 -0.082141 -0.019593 -0.0297347 0.995984	
2.06	0.134067 0.139407 0.36 -0.0816136 -0.0196635 -0.0297775 0.996025	
